新闻id,时间,内容,score_a,score_b,score_diff,label_a,label_b,label_match,label_distance,primary_a,primary_b,primary_match,types_a,types_b,types_exact_match,types_jaccard,one_no_risk_one_risk,types_disjoint,consistency_level,suggested_action,a_risk_score,a_risk_label,a_raw_risk_label,a_risk_types,a_primary_risk_type,a_reason,a_confidence,a_summary,b_risk_score,b_risk_label,b_raw_risk_label,b_risk_types,b_primary_risk_type,b_reason,b_confidence,b_summary
150,2026-04-19 12:29:51,Spark Protocol 警告 rsETH 安全事件风险加剧 Spark Protocol 战略负责人 monetsupply.eth 表示，rsETH 安全事件可能进入更危险阶段。据 NS3 报道，约 16.5% 的 ETH 市场由 rsETH 支持。monetsupply.eth 指出，100% 的利用率锁定可能会困住 ETH 流动性，并增加清算风险。,50,55,5,medium,medium,True,0,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险"", ""爆仓 / 清算风险""]","[""链上漏洞 / 攻击风险"", ""爆仓 / 清算风险""]",False,0.6667,False,False,B_minor_conflict,llm_adjudication,50,medium,medium,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险"", ""爆仓 / 清算风险""]",链上漏洞 / 攻击风险,Spark Protocol 警告 rsETH 安全事件可能恶化，指出大量 ETH 流动性可能被锁定并引发清算风险，虽然事件尚未发生但涉及市场重要份额，构成中等风险。,0.7,Spark Protocol 警告 rsETH 安全事件风险加剧，可能困住 16.5% ETH 流动性并增加清算风险。,55,medium,medium,"[""链上漏洞 / 攻击风险"", ""爆仓 / 清算风险""]",链上漏洞 / 攻击风险,新闻称 Spark Protocol 战略负责人警告 rsETH 安全事件风险加剧，可能导致 ETH 流动性被困和清算风险，虽然未确认攻击发生，但潜在影响较大，因此评为中等风险。,0.75,Spark Protocol 警告 rsETH 安全事件风险加剧，或导致流动性困住和清算风险。
162,2026-04-19 10:26:56,"Kelp DAO 遭攻击者盗取 116,500 枚 rsETH，价值约 2.92 亿美元 据 BlockBeats 报道，链上数据显示，某攻击者从 Kelp DAO 基于 LayerZero 的跨链桥中盗取了 116,500 枚 rsETH。攻击者钱包调用了 LayerZero EndpointV2 合约上的 lzReceive 方法，触发 Kelp 的桥接合约释放 rsETH。

攻击者钱包通过 Tornado Cash 获得资金。链上侦探 ZachXBT 表示，KelpDAO 在以太坊和 Arbitrum 上被盗 2.8 亿美元以上，攻击地址通过 Tornado Cash 获得资金。

Kelp DAO 发推表示，已识别到涉及 rsETH 的可疑跨链活动，并已暂停主网及多条 L2 上的 rsETH 合约，正联合 LayerZero、Unichain 及安全专家展开根因分析。Aave 随即冻结 V3 和 V4 上的 rsETH 市场，并表示若因此产生坏账将探索弥补方案；AAVE 代币价格在事件发生后下跌约 10%。这是 Kelp 在约一年内发生的第二起安全事件，去年 4 月曾因费用合约漏洞导致 rsETH 超额铸造，但当时未造成用户资金损失。",95,80,15,high,high,True,0,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险""]","[""链上漏洞 / 攻击风险"", ""基础设施 / 协议层异常风险""]",False,0.3333,False,False,B_minor_conflict,llm_adjudication,95,high,high,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险""]",链上漏洞 / 攻击风险,Kelp DAO跨链桥遭攻击，已确认损失2.92亿美元rsETH，属于严重链上安全事件。攻击导致合约暂停、Aave冻结市场并可能产生坏账，AAVE下跌，构成极高风险。,0.99,Kelp DAO跨链桥遭攻击，被盗2.92亿美元rsETH，合约暂停，Aave冻结市场。,80,high,high,"[""链上漏洞 / 攻击风险"", ""基础设施 / 协议层异常风险""]",链上漏洞 / 攻击风险,Kelp DAO跨链桥遭遇攻击，损失约2.92亿美元的rsETH，已确认资产被盗，且为一年内第二次安全事件，风险极高。,0.95,"Kelp DAO跨链桥被攻击，盗取116,500枚rsETH，价值约2.92亿美元。"
164,2026-04-19 10:03:47,以太坊再质押协议Kelp暂停rsETH合约，调查可疑跨链活动 以太坊再质押协议Kelp官方确认，存在涉及rsETH的可疑跨链活动。目前已暂停主网及多个L2上的rsETH合约。据Odaily星球日报报道，Kelp已对攻击事件启动调查，并与LayerZero、Unichain、审计机构和安全专家合作进行根本原因分析（RCA）。后续将发布事件分析。,70,75,5,high,high,True,0,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险""]","[""链上漏洞 / 攻击风险"", ""基础设施 / 协议层异常风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,70,high,high,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,Kelp协议确认rsETH存在可疑跨链活动，并已主动暂停合约，表明可能发生安全漏洞或攻击，直接影响用户资产安全和协议正常运行，因此评为高风险。,0.9,Kelp协议因rsETH可疑跨链活动暂停合约并启动调查。,75,high,high,"[""链上漏洞 / 攻击风险"", ""基础设施 / 协议层异常风险""]",链上漏洞 / 攻击风险,Kelp协议官方确认存在涉及rsETH的可疑跨链活动，已暂停主网及多个L2上的rsETH合约并启动攻击调查，表明可能发生链上漏洞利用或攻击事件，直接影响用户资产安全和协议正常运行，风险较高。,0.9,Kelp协议因rsETH可疑跨链活动暂停合约，正调查攻击事件。
207,2026-04-18 16:40:48,专家警告：Vitalik提醒用户避免访问受攻击的eth.limo HTTP页面 以太坊创始人Vitalik Buterin警告用户不要访问eth.limo的HTTP页面。据NS3报道，eth.limo的工作人员表示域名注册商遭到攻击。Vitalik表示，在确认正常运行之前，他的博客仍可通过IPFS直接访问。,65,55,10,medium,medium,True,0,基础设施 / 协议层异常风险,诈骗 / 跑路 / Rug Pull 风险,False,"[""基础设施 / 协议层异常风险"", ""诈骗 / 跑路 / Rug Pull 风险""]","[""诈骗 / 跑路 / Rug Pull 风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,65,medium,medium,"[""基础设施 / 协议层异常风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",基础设施 / 协议层异常风险,eth.limo域名注册商遭攻击，Vitalik亲自警告用户勿访问HTTP页面，攻击者可能利用域名劫持进行钓鱼或恶意软件分发，存在用户资产受损的明确风险。,0.92,eth.limo域名注册商遭攻击，Vitalik警告用户勿访HTTP页面。,55,medium,medium,"[""诈骗 / 跑路 / Rug Pull 风险""]",诈骗 / 跑路 / Rug Pull 风险,eth.limo域名注册商遭到攻击，可能导致用户访问HTTP页面时被劫持至钓鱼网站，存在资产被盗风险，Vitalik已发出警告，但尚未有实际损失报告，影响范围有限，因此评为中等风险。,0.8,Vitalik警告eth.limo域名遭攻击，用户应避免访问HTTP页面。
236,2026-04-18 06:03:37,"俄罗斯政府提议对无证加密服务实施刑事责任 据 Cointelegraph 报道，俄罗斯政府向议会下院提交了一项法案，旨在修改法律代码，对未经监管批准或许可的加密服务附加刑事责任。

法案建议，未获得俄罗斯央行许可的数字货币流通组织活动实体可能面临刑事责任。个人未注册可能被罚款最高4000美元，或监禁最长四年。

若由组织团体实施或造成重大损害，可能被判强制劳动最长五年或监禁最长七年。法案还提议罚款最高100万卢布或相当于五年收入。

俄罗斯最高法院称该法案缺乏合理依据，认为在数字货币和数字权利法实施前，该措施为时过早。若通过，政府将对加密行业有更多控制权。

俄罗斯加密交易所Grinex因遭受约1370万美元黑客攻击暂停交易。公司已向执法机构提交相关信息并提出刑事投诉。",78,80,2,high,high,True,0,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险"", ""监管与法律风险""]","[""链上漏洞 / 攻击风险"", ""监管与法律风险"", ""交易所与系统运维风险""]",False,0.6667,False,False,B_minor_conflict,llm_adjudication,78,high,high,"[""链上漏洞 / 攻击风险"", ""监管与法律风险""]",链上漏洞 / 攻击风险,新闻包含两起负面事件：俄罗斯加密交易所Grinex因黑客攻击损失约1370万美元并暂停交易，构成已确认的链上漏洞和资产安全风险；同时俄罗斯政府提案对无证加密服务施以刑事处罚，增加监管不确定性。黑客攻击直接导致资产损失和交易暂停，影响较严重。,0.92,俄罗斯交易所Grinex遭黑客攻击损失1370万美元，同时政府提案无证加密服务将负刑事责任。,80,high,high,"[""链上漏洞 / 攻击风险"", ""监管与法律风险"", ""交易所与系统运维风险""]",链上漏洞 / 攻击风险,新闻包含两个核心事件：俄罗斯政府提议对无证加密服务追究刑事责任，增加监管不确定性；Grinex交易所遭黑客攻击损失约1370万美元并暂停交易，已确认发生资产损失和运营中断，构成明确的高风险信号。,0.9,俄罗斯拟对无证加密服务追刑责；Grinex交易所遭黑客攻击损失1370万美元暂停交易。
238,2026-04-18 05:28:36,Rhea Finance 遭遇漏洞攻击，损失超 1840 万美元 Rhea Finance 表示，周四的一次漏洞攻击导致其借贷协议损失约 1840 万美元，高于最初估计的 760 万美元。据 NS3 报道，周五的事后分析显示，攻击者利用协议的保证金交易功能，通过精心设计的交换路径进行攻击。Rhea Finance 表示，部分资金已被追回或冻结，其中包括约 434 万 USDT 被冻结。,90,75,15,high,high,True,0,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险""]","[""链上漏洞 / 攻击风险""]",True,1.0,False,False,B_minor_conflict,llm_adjudication,90,high,high,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,Rhea Finance借贷协议遭受漏洞攻击，损失超过1840万美元，属于已确认的重大资产被盗事件，风险极高。,0.98,Rhea Finance借贷协议遭漏洞攻击，损失超1840万美元，部分资金被冻结。,75,high,high,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻确认Rhea Finance借贷协议因保证金交易功能漏洞被攻击，损失约1840万美元，虽部分资金被冻结，但攻击已造成重大资产损失，对协议安全性和用户信心构成严重打击。,0.95,Rhea Finance借贷协议遭漏洞攻击，损失超1840万美元，部分资金被冻结。
242,2026-04-18 03:22:54,Tether 向 Drift 提供 1.275 亿美元贷款以应对黑客攻击损失 Tether 向 Solana 上的衍生品交易所 Drift 提供了 1.275 亿美元的贷款和赠款，以帮助其应对本月早些时候与朝鲜有关的黑客造成的 2.85 亿美元损失。据 NS3 报道，Drift 表示，这笔资金无法完全弥补损失。用户批评 Circle，因为被盗资产被转换为 USDC 并从 Solana 转移。,75,85,10,high,high,True,0,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险"", ""交易所与系统运维风险""]","[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险""]",False,0.6667,False,False,B_minor_conflict,llm_adjudication,75,high,high,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险"", ""交易所与系统运维风险""]",链上漏洞 / 攻击风险,新闻确认 Drift 交易所遭朝鲜相关黑客攻击，损失 2.85 亿美元，虽获得 Tether 贷款 1.275 亿美元仍存在较大资金缺口，暴露出该交易所严重的安全漏洞和偿付能力压力，对用户资产和平台运营构成高风险。,0.92,Drift 交易所遭黑客攻击损失 2.85 亿，Tether 贷款 1.28 亿仍无法完全弥补。,85,high,high,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险""]",链上漏洞 / 攻击风险,Drift交易所遭黑客攻击损失2.85亿美元，Tether提供贷款和赠款援助但无法完全弥补，平台偿付能力和用户资产安全面临重大风险。,0.95,Drift遭朝鲜黑客攻击损失2.85亿美元，Tether提供1.275亿美元贷款援助但仍有缺口。
243,2026-04-18 03:22:48,稳定币紧急控制争议加剧，Circle与Tether应对方式对比 在Drift漏洞事件后，围绕稳定币紧急控制的争议加剧，公开报道的损失超过2.7亿美元。据NS3报道，Circle对USDC冻结的法律程序标准受到批评。文章对比了Circle与Tether的应对方式，Tether首席技术官Paolo Ardoino表示，Tether冻结了与Rhea Finance攻击者相关的329万USDT。,30,25,5,low,low,True,0,稳定币异常风险,监管与法律风险,False,"[""稳定币异常风险"", ""监管与法律风险""]","[""监管与法律风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,30,low,low,"[""稳定币异常风险"", ""监管与法律风险""]",稳定币异常风险,新闻聚焦于Drift漏洞后稳定币紧急控制争议，Circle的USDC冻结程序受批评，虽未引发新的市场冲击，但争议可能影响对中心化稳定币控制机制的信任，存在潜在监管和治理风险。,0.8,稳定币紧急控制争议加剧，Circle应对受质疑，Tether冻结攻击者资金。,25,low,low,"[""监管与法律风险""]",监管与法律风险,新闻主要对比了Circle与Tether在稳定币紧急控制方面的应对方式，Circle的USDC冻结法律程序受到批评，可能引发监管关注，但未发生实际脱锚、攻击或执法事件，整体风险较低。,0.88,稳定币紧急控制争议中Circle的冻结程序受批评，Tether已冻结与攻击者相关的329万USDT。
297,2026-04-17 18:49:24,比特币价格接近关键阻力位，抛售订单达4.5亿美元 比特币价格目前接近一个关键阻力位。据CoinDesk报道，市场上有价值4.5亿美元的抛售订单。清算激增，衍生品数据显示市场需谨慎。,45,55,10,medium,medium,True,0,爆仓 / 清算风险,异常行情波动风险,False,"[""爆仓 / 清算风险"", ""异常行情波动风险""]","[""异常行情波动风险"", ""爆仓 / 清算风险""]",True,1.0,False,False,B_minor_conflict,llm_adjudication,45,medium,medium,"[""爆仓 / 清算风险"", ""异常行情波动风险""]",爆仓 / 清算风险,比特币接近关键阻力位，存在4.5亿美元抛售订单，且衍生品清算激增，可能引发价格波动和连锁清算，构成中等程度的市场风险。,0.7,比特币接近阻力位，抛售订单达4.5亿美元，衍生品清算激增。,55,medium,medium,"[""异常行情波动风险"", ""爆仓 / 清算风险""]",异常行情波动风险,比特币接近关键阻力位，存在4.5亿美元抛售订单，衍生品市场清算激增，可能引发价格剧烈波动和连环清算，构成中等风险。,0.85,比特币阻力位前抛压沉重，清算激增需谨慎。
339,2026-04-17 14:23:44,"CoW Swap 域名劫持事件报告发布 据 Foresight News 报道，CoW Swap 发布了域名劫持事件的完整事后报告。此次事件为供应链攻击，攻击者通过社会工程手段针对 .fi 域名注册局 Traficom 和注册商 Gandi SAS，成功将域名 DNS 指向攻击者控制的 Cloudflare 服务器，向用户提供钓鱼网站。

CoW Protocol 的智能合约、后端 API、求解器网络及签名基础设施均未受影响。攻击完全发生在域名注册供应链层面，团队在 19 分钟内检测到问题，并在约 3.5 小时内完成服务迁移至 cow.finance。域名已于 4 月 15 日完全恢复，并启用 RegistryLock。初步分析用户损失约 120 万美元。",50,45,5,medium,medium,True,0,诈骗 / 跑路 / Rug Pull 风险,基础设施 / 协议层异常风险,False,"[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险""]","[""基础设施 / 协议层异常风险""]",False,0.0,False,True,B_minor_conflict,llm_adjudication,50,medium,medium,"[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",诈骗 / 跑路 / Rug Pull 风险,CoW Swap 域名遭遇社会工程学供应链攻击，DNS被劫持并指向钓鱼网站，导致用户资产损失约120万美元。虽然协议本身未受影响，但用户遭受直接经济损失，构成安全事件，风险中等。,0.9,CoW Swap域名劫持致钓鱼网站，用户损失约120万美元已修复。,45,medium,medium,"[""基础设施 / 协议层异常风险""]",基础设施 / 协议层异常风险,CoW Swap遭遇域名劫持攻击，攻击者通过供应链攻击篡改DNS记录向用户展示钓鱼网站，造成约120万美元损失。虽核心智能合约未受影响，且团队快速恢复服务，但该事件属于基础设施层面的安全异常，已导致实际资产损失，因此评为中等风险。,0.95,CoW Swap域名遭供应链劫持，致用户钓鱼损失约120万美元，但合约安全且服务已恢复。
343,2026-04-17 14:01:06,Ethereum基金会揭示朝鲜IT人员渗透Web3组织 Ethereum基金会资助的为期六个月的项目发现有100名朝鲜IT人员在Web3组织中活动。据NS3报道，Ketman项目联系了约53个项目，警告他们可能雇用了活跃的朝鲜人员。该项目还与安全联盟合作，开发了一个开源GitHub检测工具和筛选框架。,50,50,0,medium,medium,True,0,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险""]","[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,50,medium,medium,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻揭示朝鲜IT人员系统性地渗透Web3组织，虽然尚未造成明确损失，但显著增加了行业遭受网络攻击和资产盗窃的潜在威胁，因此评为中等风险。,0.85,研究发现有100名朝鲜IT人员渗透Web3组织，对53个项目发出警告。,50,medium,medium,"[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",链上漏洞 / 攻击风险,新闻揭露朝鲜 IT 人员系统性渗透 Web3 组织，可能通过内部身份实施代码投毒、资产窃取或后门植入，对项目安全构成潜在威胁。鉴于未确认具体攻击事件，但渗透规模较大且影响多个项目，评为中等风险。,0.75,朝鲜IT人员渗透Web3组织，Ethereum基金会项目发布警告与检测工具。
360,2026-04-17 11:00:00,比特币、以太坊和ORDI清算超2.67亿美元 在过去24小时内，比特币（BTC）清算金额达1.2119亿美元，以太坊（ETH）清算金额达1.1018亿美元，ORDI清算金额达3638万美元。据NS3报道，BTC和ETH的清算主要为多头头寸，而ORDI的清算主要为空头头寸。,50,65,15,medium,medium,True,0,爆仓 / 清算风险,爆仓 / 清算风险,True,"[""爆仓 / 清算风险""]","[""爆仓 / 清算风险""]",True,1.0,False,False,B_minor_conflict,llm_adjudication,50,medium,medium,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,过去24小时内BTC、ETH和ORDI出现大规模清算，总金额超2.67亿美元，可能加剧短期价格波动，但未涉及黑客、监管等更严重事件，因此评为中等风险。,0.95,BTC、ETH和ORDI过去24小时清算总额超2.67亿美元,65,medium,medium,"[""爆仓 / 清算风险""]",爆仓 / 清算风险,过去24小时比特币、以太坊和ORDI发生超2.67亿美元的大规模清算，BTC和ETH以多头头寸为主，反映市场剧烈波动和杠杆仓位强制平仓，可能引发进一步抛压和情绪恐慌，因此评为中等风险。,0.9,比特币、以太坊、ORDI清算总额超2.67亿美元，多头占主导。
371,2026-04-17 09:53:54,Circle因未冻结被盗资金遭集体诉讼 据 ChainCatcher 报道，稳定币发行商 Circle 因未冻结 Drift Protocol 攻击事件中的被盗资金，在美国马萨诸塞州地区法院遭到集体诉讼。原告称，攻击者通过 Circle 的跨链转移协议 CCTP 将约 2.3 亿美元 USDC 从 Solana 转至以太坊，Circle 未进行干预。诉讼指控 Circle 涉嫌协助和教唆侵占及存在疏忽。加密分析公司 Elliptic 怀疑此次攻击或与朝鲜支持的黑客有关，相关资金被兑换为 ETH，并经 Tornado Cash 转移。,50,55,5,medium,medium,True,0,监管与法律风险,监管与法律风险,True,"[""监管与法律风险"", ""稳定币异常风险""]","[""监管与法律风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,50,medium,medium,"[""监管与法律风险"", ""稳定币异常风险""]",监管与法律风险,新闻称Circle因未冻结Drift Protocol攻击中被盗资金而面临集体诉讼，涉嫌协助侵占和疏忽，构成明确的法律与监管风险，可能影响USDC的市场信任度，但目前未出现脱锚等极端情况，故评为中等风险。,0.92,Circle因未拦截Drift Protocol被盗2.3亿美元USDC转移遭集体诉讼。,55,medium,medium,"[""监管与法律风险""]",监管与法律风险,新闻称Circle因未冻结Drift Protocol攻击事件中的被盗USDC而面临集体诉讼，指控协助和教唆侵占及疏忽，涉及重大金额，可能引发合规与法律纠纷，影响其声誉和运营，但尚未有实质处罚，风险中等。,0.9,Circle因未冻结Drift Protocol攻击中2.3亿美元USDC被盗资金遭集体诉讼。
379,2026-04-17 08:15:05,"比特币波动剧烈，纽约市场开盘三小时内清算 2.83 亿美元期货仓位 据 NS3 报道，周四纽约市场开盘时，比特币在三小时内在 75,000 美元和 73,000 美元之间波动。此次波动导致期货仓位清算金额达到 2.83 亿美元，其中包括下跌时 1.66 亿美元的多头清算，以及反弹时约 1.17 亿美元的空头清算。",58,50,8,medium,medium,True,0,异常行情波动风险,爆仓 / 清算风险,False,"[""异常行情波动风险""]","[""爆仓 / 清算风险"", ""异常行情波动风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,58,medium,medium,"[""异常行情波动风险""]",异常行情波动风险,比特币在纽约开盘三小时内价格剧烈波动，导致2.83亿美元期货仓位被清算，涉及多头和空头，反映出短期行情异常和较高的杠杆爆仓风险，可能进一步引发市场波动。,0.95,比特币剧烈波动致2.83亿美元期货清算，多头空头均受影响。,50,medium,medium,"[""爆仓 / 清算风险"", ""异常行情波动风险""]",爆仓 / 清算风险,"新闻报道比特币价格在75,000至73,000美元间剧烈波动，导致2.83亿美元期货仓位被清算，反映出高杠杆市场下的脆弱性和潜在连锁反应，但清算规模相对可控，未暗示系统性危机，因此评为中等风险。",0.9,比特币剧烈波动致2.83亿美元期货清算
387,2026-04-17 03:13:41,"2026年Q1上市比特币矿企出售超32,000枚BTC 据Cointelegraph报道，上市比特币矿企在2026年Q1出售的BTC数量超过2025年全年。包括MARA、CleanSpark、Riot、Cango、Core Scientific和Bitdeer在内的矿企共售出超过32,000枚BTC。TheEnergyMag数据显示，2026年Q1的销售量超过了2022年Q2Terra-Luna崩盘期间的20,000枚BTC，创下单季度矿企出售新纪录。矿企面临的商业环境日益紧张，哈希价格降至每PH/s每天约33美元，导致约20%的矿企处于亏损状态。CryptoQuant数据显示，自2023年以来，比特币矿企持有的BTC数量逐渐减少。CoinShares预计，若BTC价格未能显著回升，2026年上半年高成本矿企将进一步退出市场。与此同时，比特币财务公司如Strategy继续购入BTC。",50,50,0,medium,medium,True,0,异常行情波动风险,异常行情波动风险,True,"[""异常行情波动风险""]","[""异常行情波动风险"", ""偿付能力 / 储备 / 流动性风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,50,medium,medium,"[""异常行情波动风险""]",异常行情波动风险,"上市矿企在2026年Q1抛售超32,000枚BTC，创单季度新高，哈希价格低迷导致矿企普遍亏损，可能引发持续抛压和市场下行风险，因此评为中等风险。",0.85,比特币矿企单季度抛售逾3.2万枚BTC，哈希价格低致约20%矿企亏损，或加剧市场供给压力。,50,medium,medium,"[""异常行情波动风险"", ""偿付能力 / 储备 / 流动性风险""]",异常行情波动风险,"新闻称2026年Q1上市矿企合计出售超过32,000枚BTC，创单季纪录，哈希价格低迷导致部分矿企亏损，预计高成本矿企可能退出，大规模抛售可能对市场价格形成压力，因此评为中等风险。",0.9,2026年Q1矿企抛售3.2万枚BTC创纪录，哈希价格低致约20%矿企亏损。
398,2026-04-17 01:03:43,"美国男子因加密货币诈骗被判23年监禁 据 BlockBeats 报道，美国德克萨斯州男子 Robert Dunlap 因策划加密货币诈骗，被判处 23 年有期徒刑，并须向受害者支付赔偿金。

2018 年至 2023 年间，Dunlap 通过「Meta-1 Coin Trust」销售虚假数字资产「Meta-1 Coin」，声称由价值高达 10 亿美元的艺术品及 440 亿美元黄金提供背书，并谎称已有会计师事务所认证其价值。为掩盖事实，Dunlap 伪造法律文件。",30,10,20,low,low,True,0,诈骗 / 跑路 / Rug Pull 风险,监管与法律风险,False,"[""诈骗 / 跑路 / Rug Pull 风险"", ""监管与法律风险""]","[""监管与法律风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,30,low,low,"[""诈骗 / 跑路 / Rug Pull 风险"", ""监管与法律风险""]",诈骗 / 跑路 / Rug Pull 风险,新闻为已判决的加密货币诈骗案，虽然涉及监管执法和诈骗行为，但事件发生于2018-2023年，判决已落地，影响范围局限，未对当前市场造成明显冲击，因此风险较低。,0.95,美男子因虚拟货币诈骗被判23年监禁。,10,low,low,"[""监管与法律风险""]",监管与法律风险,新闻报告了一名加密货币诈骗犯已被判处23年监禁，属于法律制裁的落实，未出现新的市场风险或正在发生的诈骗事件，对投资者信心有正面警示作用，整体风险较低。,0.95,美国男子因策划加密货币诈骗被判23年监禁。
410,2026-04-16 23:59:21,Grinex 遭黑客攻击，超 13 亿卢布被盗 Grinex 表示，一次黑客攻击导致超过 13 亿卢布（约 1300 万美元）从该交易所被盗。据 NS3 报道，被盗资产已被转换为 TRX，并发送到一个持有约 4590 万 TRX 的地址。Grinex 已暂停运营，提款和账户交易均不可用。,90,92,2,high,high,True,0,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险"", ""交易所与系统运维风险""]","[""链上漏洞 / 攻击风险"", ""交易所与系统运维风险"", ""偿付能力 / 储备 / 流动性风险""]",False,0.6667,False,False,B_minor_conflict,llm_adjudication,90,high,high,"[""链上漏洞 / 攻击风险"", ""交易所与系统运维风险""]",链上漏洞 / 攻击风险,Grinex交易所遭遇黑客攻击，损失超过1300万美元，且已暂停提款和交易，构成严重用户资产安全风险和交易所运营中断风险，因此评为极高风险。,0.95,Grinex交易所被黑，损失1300万美元并暂停运营。,92,high,high,"[""链上漏洞 / 攻击风险"", ""交易所与系统运维风险"", ""偿付能力 / 储备 / 流动性风险""]",链上漏洞 / 攻击风险,交易所 Grinex 确认遭黑客攻击，损失超 1300 万美元，已暂停运营并禁止提现，直接威胁用户资产安全且可能引发偿付危机，因此评为极高风险。,0.95,Grinex 交易所遭黑客攻击，损失超 1300 万美元，已暂停运营和提现。
417,2026-04-16 23:03:55,DeFi协议Rhea Finance遭攻击，损失760万美元 据 Foresight News 报道，CertiK 监测显示，DeFi 协议 Rhea Finance 遭遇攻击，攻击者提取至少 760 万美元。攻击者通过创建虚假代币合约并在新建资金池中注入流动性，误导预言机及验证层完成攻击。CertiK 已公布相关链上地址，目前事件仍在跟进中。,75,90,15,high,high,True,0,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险""]","[""链上漏洞 / 攻击风险""]",True,1.0,False,False,B_minor_conflict,llm_adjudication,75,high,high,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,DeFi协议Rhea Finance已确认遭受攻击，攻击者通过虚假代币和流动性注入误导预言机，造成至少760万美元损失，对协议用户资产安全构成直接严重威胁。,0.95,DeFi协议Rhea Finance遭攻击，损失760万美元，攻击者利用虚假代币及预言机漏洞。,90,high,high,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,新闻确认 DeFi 协议 Rhea Finance 遭受攻击，损失至少 760 万美元，攻击者通过虚假代币及误导预言机完成攻击，构成明确且重大的资产安全风险。,0.95,DeFi协议Rhea Finance遭攻击，损失760万美元
440,2026-04-16 21:06:30,Drift 获得 Tether 1.275 亿美元补偿用户 Drift 在本月早些时候遭遇约 3.5 亿美元的黑客损失后，获得了 Tether 提供的 1.275 亿美元资金以补偿用户。据 NS3 报道，这笔资金将用于弥补用户因黑客攻击而遭受的损失。,82,75,7,high,high,True,0,链上漏洞 / 攻击风险,链上漏洞 / 攻击风险,True,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险""]","[""链上漏洞 / 攻击风险""]",False,0.5,False,False,B_minor_conflict,llm_adjudication,82,high,high,"[""链上漏洞 / 攻击风险"", ""偿付能力 / 储备 / 流动性风险""]",链上漏洞 / 攻击风险,Drift 此前遭受约 3.5 亿美元的黑客攻击，虽获 Tether 1.275 亿美元补偿用户，但事件暴露严重安全漏洞，且资金缺口较大，对项目声誉和用户信心造成重大冲击，因此评为高风险。,0.95,Drift 遭 3.5 亿美元黑客攻击，获 Tether 1.275 亿补偿用户。,75,high,high,"[""链上漏洞 / 攻击风险""]",链上漏洞 / 攻击风险,Drift 遭遇约 3.5 亿美元的黑客攻击，虽然获得 Tether 1.275 亿美元补偿用户，但事件已造成重大资产损失，暴露协议安全漏洞，严重影响用户信心和市场信任。,0.92,Drift 遭黑客攻击损失 3.5 亿美元，Tether 提供 1.275 亿补偿用户。
