新闻id,内容,时间,gold_risk_score,rule_risk_score,score_diff,gold_risk_label,rule_risk_label,label_match,gold_risk_types,rule_risk_types,gold_primary_risk_type,rule_primary_risk_type,primary_type_match,gold_reason,gold_confidence,gold_summary,标题,score_hack,score_fraud,score_regulatory,score_outage,score_stablecoin,score_liquidation,score_whale,score_volatility,score_team,score_solvency,score_infra,score_macro
820,"股票市场 | 闪迪将纳入纳斯达克 100 指数，股价创历史新高 BlockBeats 消息，4 月 14 日，上周五纳斯达克宣布闪迪（SNDK）将于 2026 年 4 月 20 日开盘前正式纳入纳斯达克 100 指数成分股。

据 BlockBeats 报道，受此消息影响，SNDK 股价在周一盘中及今日夜盘累计上涨超 14%，创历史新高。Hyperliquid 平台 SNDK 合约24小时涨幅达 13.8%。

据 Hyperinsight 监测，行情走强令链上多头悉数转盈。交易员 CBB 自 4 月 6 日起转向布局 SNDK 多单，持仓规模达 673 万美元，浮盈 73 万美元，现为 Hyperliquid 上 SNDK 最大多头。",2026-04-14 14:13:57,0.0,75.0,75.0,low,high,False,[],大额转账 / 巨鲸行为风险,无明显风险,大额转账 / 巨鲸行为风险,False,新闻内容为闪迪被纳入纳斯达克100指数的正面消息，涉及股价上涨和交易员盈利，无负面风险信号。,0.95,闪迪将纳入纳斯达克100指数，股价上涨创历史新高。,,0.0,0.0,0.0,0.0,0.0,0.0,0.7468,0.0,0.0,0.0,0.0,0.0
899,AI趋势 | LLM路由器被曝安全漏洞，窃取加密货币 研究人员表示，26个LLM路由器被发现注入恶意工具调用并窃取凭证。据NS3报道，其中一起案件导致一个价值50万美元的钱包被盗。研究指出，这些中介服务可以读取和更改用户与AI模型之间的流量，随着行业领导者推动AI代理进行加密货币支付，这一安全漏洞引发关注。,2026-04-13 19:39:08,75.0,0.0,75.0,high,low,False,"[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险""]",,链上漏洞 / 攻击风险,无明显风险,False,新闻披露LLM路由器存在安全漏洞，导致恶意工具调用和凭证窃取，已造成价值50万美元的钱包被盗，直接威胁用户资产安全。,0.9,LLM路由器安全漏洞被曝光，导致加密货币钱包被盗，引发AI支付安全担忧。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,巴基斯坦国家银行解除禁令，允许开设虚拟资产账户 巴基斯坦国家银行终止了 2018 年的禁令，允许银行为获得巴基斯坦虚拟资产监管局许可的实体开设隔离的、无息的巴基斯坦卢比账户。据 Foresight News 报道，银行必须进行尽职调查。,2026-04-15 16:23:38,10.0,80.0,70.0,low,high,False,[],监管与法律风险|宏观 / 政策冲击风险,无明显风险,监管与法律风险,False,新闻内容为巴基斯坦解除加密货币禁令，允许合规实体开设账户，属于监管放宽的正面动态，无明显负面风险信号。,0.95,巴基斯坦解除加密货币禁令，允许合规实体开设虚拟资产账户。,,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35
670,摩根士丹利相关ETF购入8360万美元BTC 据Odaily星球日报报道，Arkham监测显示，摩根士丹利相关的MSBT ETF自本周成立以来已购入8360万美元BTC。目前，其链上地址持有约6440万美元BTC。,2026-04-15 16:53:39,5.0,75.0,70.0,low,high,False,[],大额转账 / 巨鲸行为风险,无明显风险,大额转账 / 巨鲸行为风险,False,新闻描述摩根士丹利相关ETF购入BTC，属于机构投资动态，无明显负面风险信号。,0.95,摩根士丹利相关ETF购入8360万美元BTC，持有约6440万美元。,,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
87,DeFi 协议 Fluid 推出 aWETH 赎回协议以降低清算风险 DeFi 协议 Fluid 官方宣布推出 aWETH 赎回协议。由于 Aave 平台上的 ETH 使用率已达 100%，许多借贷者无法提取资金，市场波动时风险增加。据 BlockBeats 报道，aWETH 赎回协议允许 ETH 借贷者赎回为 wstETH 或 weETH，立即恢复流动性，降低清算风险。用户仅借出 ETH 可完全赎回，若有抵押品和其他债务，抵押品将转换为 wstETH 或 weETH，债务不变。Fluid 与 Lido Finance、EtherFi 等合作伙伴合作，目标降低 DeFi 系统性风险，支持更健康的 DeFi 市场。协议初始容量限制为 10 亿美元 ETH。,2026-04-20 09:05:02,15.0,85.0,70.0,low,high,False,[],爆仓 / 清算风险|异常行情波动风险,无明显风险,爆仓 / 清算风险,False,新闻描述的是 DeFi 协议推出新功能以降低清算风险，属于中性或正向动态，无明显负面风险信号。,0.9,Fluid 推出 aWETH 赎回协议，帮助 ETH 借贷者恢复流动性，降低清算风险。,,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.6765,0.0,0.0,0.0,0.0
935,"香港警方披露单笔损失超200万港元的网恋诈骗案 BlockBeats 消息，4 月 13 日，据香港警方「守网者」平台披露，过去一周内发生一起单笔损失超 200 万港元的网恋诈骗案。

据 BlockBeats 报道，诈骗分子在 Instagram 上关注一名五旬女事主，迅速建立恋人关系，自称「加密货币投资专家」，以「稳赚不赔」为诱饵实施诈骗。骗徒要求事主转账 4 万港元作「开户手续费」，再诱导其分七次携带现金前往实体兑换店兑换 USDT，并通过电子钱包转至骗徒账户。资金到手后，骗徒随即失联。

警方提醒市民网上交友须提高警惕，若对方自称投资专家并要求转账，应立即停下冷静思考。",2026-04-13 13:24:10,20.0,88.0,68.0,low,high,False,"[""诈骗 / 跑路 / Rug Pull 风险""]",诈骗 / 跑路 / Rug Pull 风险,诈骗 / 跑路 / Rug Pull 风险,诈骗 / 跑路 / Rug Pull 风险,True,新闻涉及加密货币相关的网恋诈骗案，但属于个人诈骗事件，未对市场或项目构成系统性冲击。,0.9,香港警方披露一起网恋诈骗案，受害者被骗超200万港元兑换USDT。,,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,专家语录 | Arthur Hayes：90%净资产投资于比特币 Arthur Hayes表示，他的净资产中超过90%投资于比特币。据NS3报道，Hayes目前最看好Zcash和Hyperliquid。,2026-04-18 12:42:24,0.0,67.0,67.0,low,medium,False,[],异常行情波动风险,无明显风险,异常行情波动风险,False,新闻仅报道个人投资偏好和观点，未涉及负面风险信号或市场冲击事件。,0.95,Arthur Hayes表示其90%净资产投资于比特币，并看好Zcash和Hyperliquid。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6672,0.0,0.0,0.0,0.0
306,加密货币总市值逾2.57万亿美元，比特币占有率为59.1% 据CoinMarketCap显示，今日加密货币总市值25685.40亿美元，24小时交易量1556.00亿美元，其中BTC占有率达59.1%。,2026-04-17 18:00:17,0.0,66.0,66.0,low,medium,False,[],异常行情波动风险,无明显风险,异常行情波动风险,False,新闻仅提供加密货币总市值、交易量和比特币占有率等中性数据，未涉及负面风险信号。,0.95,加密货币总市值约2.57万亿美元，比特币占有率59.1%。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0
6,加密货币总市值逾2.53万亿美元，比特币占有率为59.3% 据CoinMarketCap显示，今日加密货币总市值25323.86亿美元，24小时交易量1328.71亿美元，其中BTC占有率达59.3%。,2026-04-20 18:00:17,0.0,66.0,66.0,low,medium,False,[],异常行情波动风险,无明显风险,异常行情波动风险,False,新闻仅提供加密货币总市值、交易量和比特币占有率等中性数据，未涉及任何负面风险信号。,0.95,加密货币总市值超2.53万亿美元，比特币占有率59.3%。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6586,0.0,0.0,0.0,0.0
133,加密货币总市值逾2.53万亿美元，比特币占有率为59.4% 据CoinMarketCap显示，今日加密货币总市值25300.10亿美元，24小时交易量1153.36亿美元，其中BTC占有率达59.4%。,2026-04-19 18:00:16,0.0,66.0,66.0,low,medium,False,[],异常行情波动风险,无明显风险,异常行情波动风险,False,新闻仅提供加密货币总市值、交易量和比特币占有率等中性数据，未涉及任何负面风险信号。,0.95,加密货币总市值约2.53万亿美元，比特币占有率59.4%。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6589,0.0,0.0,0.0,0.0
652,加密货币总市值逾2.50万亿美元，比特币占有率为59.2% 据CoinMarketCap显示，今日加密货币总市值25040.93亿美元，24小时交易量1546.78亿美元，其中BTC占有率达59.2%。,2026-04-15 18:00:17,0.0,66.0,66.0,low,medium,False,[],异常行情波动风险,无明显风险,异常行情波动风险,False,新闻仅提供市值、交易量和占有率数据，无负面风险信号。,0.95,加密货币总市值超2.5万亿美元，比特币占有率59.2%。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6583,0.0,0.0,0.0,0.0
465,加密货币总市值逾2.53万亿美元，比特币占有率为59.1% 据CoinMarketCap显示，今日加密货币总市值25284.97亿美元，24小时交易量1354.38亿美元，其中BTC占有率达59.1%。,2026-04-16 18:00:17,0.0,66.0,66.0,low,medium,False,[],异常行情波动风险,无明显风险,异常行情波动风险,False,新闻仅提供加密货币总市值、交易量和比特币占有率等中性数据，未涉及任何负面风险信号。,0.95,加密货币总市值约2.53万亿美元，比特币占有率59.1%。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0
200,加密货币总市值逾2.59万亿美元，比特币占有率为59.2% 据CoinMarketCap显示，今日加密货币总市值25889.48亿美元，24小时交易量1680.55亿美元，其中BTC占有率达59.2%。,2026-04-18 18:00:16,0.0,66.0,66.0,low,medium,False,[],异常行情波动风险,无明显风险,异常行情波动风险,False,新闻仅提供加密货币总市值、交易量和比特币占有率等中性数据，未涉及任何负面风险信号。,0.95,加密货币总市值约2.59万亿美元，比特币占有率59.2%。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6583,0.0,0.0,0.0,0.0
799,加密货币总市值逾2.53万亿美元，比特币占有率为59.0% 据CoinMarketCap显示，今日加密货币总市值25285.39亿美元，24小时交易量1365.71亿美元，其中BTC占有率达59.0%。,2026-04-14 18:00:15,0.0,66.0,66.0,low,medium,False,[],异常行情波动风险,无明显风险,异常行情波动风险,False,新闻仅提供加密货币总市值、交易量和比特币占有率等中性数据，未涉及任何负面风险信号。,0.95,加密货币总市值约2.53万亿美元，比特币占有率59.0%。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6577,0.0,0.0,0.0,0.0
910,加密货币总市值逾2.41万亿美元，比特币占有率为58.7% 据CoinMarketCap显示，今日加密货币总市值24118.18亿美元，24小时交易量741.61亿美元，其中BTC占有率达58.7%。,2026-04-13 18:00:15,0.0,66.0,66.0,low,medium,False,[],异常行情波动风险,无明显风险,异常行情波动风险,False,新闻仅提供加密货币总市值、交易量和比特币占有率等中性数据，未涉及负面风险信号。,0.95,加密货币总市值约2.41万亿美元，比特币占有率58.7%。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6568,0.0,0.0,0.0,0.0
730,"Figure 和 Hastra 扩展去中心化金融平台，增加汽车贷款 据 Cointelegraph 报道，Figure 和 Hastra 正在其代币化信贷平台上增加汽车贷款，扩展去中心化金融（DeFi）投资者可用的现实世界资产类型。

Democratized Prime 是 Figure Markets 上的去中心化借贷市场，计划在链上发行、交易和资助不同类型的消费者信贷。Figure CEO Michael Tannenbaum 表示，该平台已发起超过 220 亿美元的链上贷款。

Hastra 于 2025 年推出，最初在 Solana 上启动，现在扩展到兼容以太坊的链，计划在 6 月推出汽车金融产品。Figure 股价今年迄今下跌 12%。

Bernstein 分析师认为 Figure 可能被低估，给予“跑赢大盘”评级和 67 美元的目标价。",2026-04-15 00:53:46,10.0,75.0,65.0,low,high,False,[],大额转账 / 巨鲸行为风险,无明显风险,大额转账 / 巨鲸行为风险,False,新闻主要报道DeFi平台扩展汽车贷款业务，属于普通行业动态，无明显负面风险信号。,0.95,Figure和Hastra扩展DeFi平台，增加汽车贷款产品，扩展现实世界资产类型。,,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
76,地缘政治 | 比特币回落至7.5万美元，市场遭多重冲击 Kelp DAO因rsETH可疑活动暂停合约并启动调查。据PANews报道，Lido暂停earnETH存款。ZachXBT揭露RAVE代币操纵导致散户巨亏。地缘紧张与多起安全事件冲击市场，比特币回落至7.5万美元，DeFi协议出现大规模资金外流。,2026-04-20 10:35:16,65.0,0.0,65.0,medium,low,False,"[""链上漏洞 / 攻击风险"", ""诈骗 / 跑路 / Rug Pull 风险"", ""异常行情波动风险"", ""基础设施 / 协议层异常风险""]",,链上漏洞 / 攻击风险,无明显风险,False,新闻涉及Kelp DAO因可疑活动暂停合约、Lido暂停存款、RAVE代币操纵导致散户巨亏，以及比特币回落和DeFi资金外流，显示多重安全事件和市场冲击。,0.85,比特币回落至7.5万美元，Kelp DAO和Lido暂停活动，RAVE代币操纵导致亏损，市场受地缘政治和安全事件冲击。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,Ethereum基金会揭示朝鲜IT人员渗透Web3组织 Ethereum基金会资助的为期六个月的项目发现有100名朝鲜IT人员在Web3组织中活动。据NS3报道，Ketman项目联系了约53个项目，警告他们可能雇用了活跃的朝鲜人员。该项目还与安全联盟合作，开发了一个开源GitHub检测工具和筛选框架。,2026-04-17 14:01:06,65.0,0.0,65.0,medium,low,False,"[""监管与法律风险"", ""项目治理 / 团队异常风险""]",,监管与法律风险,无明显风险,False,新闻揭示朝鲜IT人员渗透Web3组织，涉及潜在监管制裁和项目安全风险，可能引发法律调查和用户信心下降。,0.85,Ethereum基金会项目发现朝鲜IT人员渗透Web3组织，警告相关项目并开发检测工具。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,市场趋势 | 巨鲸HYPE多头头寸回本，获利850万美元 一位巨鲸的138万枚HYPE多头头寸回到盈亏平衡点，并随着HYPE反弹至45美元，转为850万美元的盈余。据NS3报道，链上分析师于健表示，该头寸于去年11月以38.6美元开仓，随后在今年1月底HYPE跌至20.5美元时显示2600万美元的浮动亏损。,2026-04-16 21:57:04,10.0,75.0,65.0,low,high,False,[],大额转账 / 巨鲸行为风险,无明显风险,大额转账 / 巨鲸行为风险,False,新闻描述巨鲸头寸从亏损转为盈利，属于普通市场动态，无明显负面风险信号。,0.95,巨鲸HYPE多头头寸回本并获利850万美元，HYPE反弹至45美元。,,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
790,"交易员以2380美元价格购入4093枚ETH 据 BlockBeats链上侦探报道，某交易员在1个月前以每枚5037美元的价格卖出1934枚XAUT，总价值974万美元，获利174万美元。

在2小时前，该交易员花费974万美元，以每枚2380美元的价格买入4093枚ETH。",2026-04-14 19:13:46,10.0,75.0,65.0,low,high,False,[],大额转账 / 巨鲸行为风险,无明显风险,大额转账 / 巨鲸行为风险,False,新闻仅描述交易员的买卖行为，未涉及负面风险信号，属于普通市场动态。,0.95,交易员卖出XAUT获利后，以相同金额买入ETH，无异常风险。,,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
769,"XRP Ledger 集成零知识基础设施，提升隐私与合规性 XRP Ledger 宣布集成零知识基础设施提供商 Boundless，以支持银行和资产管理机构在公链上执行兼具隐私保护与合规性的交易。据Odaily星球日报报道，该方案可隐藏交易规模、频率及交易对手等敏感信息，同时通过选择性披露与基于角色的访问控制，仍允许监管机构进行审计，从而在隐私与合规之间取得平衡。

此次集成将支持跨境 B2B 支付、资金与资本管理、场外交易（OTC）、代币化资产发行以及链上交易与借贷等机构级场景。业内认为，公链透明性与隐私需求之间的矛盾一直是机构采用的重要障碍，而该方案旨在降低所谓“透明税”。

与此同时，隐私赛道竞争持续升温。包括零知识证明（ZK）与全同态加密（FHE）等技术路线正在加速落地，推动隐私能力从可选功能转向底层基础设施。数据显示，代币化资产市场规模已达约 292.5 亿美元，月增约 7.9%。",2026-04-14 21:04:17,10.0,75.0,65.0,low,high,False,[],监管与法律风险|大额转账 / 巨鲸行为风险,无明显风险,大额转账 / 巨鲸行为风险,False,新闻主要报道XRP Ledger集成零知识基础设施以提升隐私与合规性，属于技术升级和生态发展，无明显负面风险信号。,0.95,XRP Ledger集成零知识基础设施，支持机构级隐私与合规交易。,,0.0,0.0,0.4,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
649,Saturn上线6天购入15万股STRC，价值1500万美元 Saturn宣布，自上线以来6天内购入15万股STRC，价值1500万美元。据Odaily星球日报报道，Saturn由Strategy's Stretch STRC支持，是一家链上收益稳定币发行方。,2026-04-15 18:13:53,10.0,75.0,65.0,low,high,False,[],大额转账 / 巨鲸行为风险,无明显风险,大额转账 / 巨鲸行为风险,False,新闻仅报道Saturn上线后购入STRC的普通动态，未提及负面风险信号。,0.95,Saturn上线6天购入15万股STRC，价值1500万美元。,,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
837,巨鲸地址购入112.86枚WBTC，价值808.7万美元 据 NS3 报道，四个疑似属于同一巨鲸的地址在约10小时前购入了112.86枚WBTC，价值808.7万美元。易理华表示，这些地址显示出非常相似的资金来源模式、时间和购买方法。,2026-04-14 10:36:35,10.0,75.0,65.0,low,high,False,"[""大额转账 / 巨鲸行为风险""]",大额转账 / 巨鲸行为风险,大额转账 / 巨鲸行为风险,大额转账 / 巨鲸行为风险,True,新闻仅报道巨鲸购入WBTC，未提及抛售、异常异动或市场冲击信号，风险较低。,0.9,巨鲸地址购入112.86枚WBTC，价值808.7万美元。,,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
882,Strategy 和 Bitmine 面临巨额未实现损失 Strategy 在其 Bitcoin 持仓上面临 36.1 亿美元的未实现损失。据 NS3 报道，Bitmine 在其 Ethereum 持仓上也面临 70 亿美元的未实现损失。,2026-04-13 22:22:45,65.0,0.0,65.0,medium,low,False,"[""偿付能力 / 储备 / 流动性风险"", ""项目治理 / 团队异常风险""]",,偿付能力 / 储备 / 流动性风险,无明显风险,False,新闻提及 Strategy 和 Bitmine 面临巨额未实现损失，可能影响其偿付能力和市场信心，但未明确说明具体负面事件如破产或抛售。,0.8,Strategy 和 Bitmine 在比特币和以太坊持仓上分别面临数十亿美元未实现损失。,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
